year,state,disaster_id,disaster_fire_name_final,disaster_complex_name_final,st_area_acre_final,ignition_date,containment_date,ics_209_fatalities_public,ics_209_structures_destroyed_total,redbook_civilian_fatalities,redbook_structures_destroyed,ics_209_final_acres,ics_209_poo_latitude,ics_209_poo_longitude,ics_209_incident_id_list,ics_209_incident_number_list,ics_209_incident_name_list,fema_declaration_string_list,fema_declaration_title_list,redbook_fire_name_list,mtbs_fire_list,geomac_uniquefireidentifier_list,geomac_incidentname_list,calfire_inc_num_list,calfire_fire_name_list,civilian_fatality_y_n,structures_destroyed_y_n,fm_declaration_y_n,disaster_type,disaster_type_factor,perimeter_source,shape,size,kde_value,density_criteria_met
2000,CA,CA_20000613_BERRYESSA,BERRYESSA,NA,4826.118279766945,2000-06-13,2000-06-16,NA,6,0,15,5731,38.53333333333333,-122.26666666666668,2000_CA-RCC-3087_LNU-3087 BERRYESSA INCIDENT,CA-RCC-3087,LNU-3087 BERRYESSA INCIDENT,NA,NA,BERRYESSA,['CA3852912224420000613-BERRYESSA'],NA,NA,NA,NA,N,Y,N,Structures Destroyed,2,MTBS,"list(c(-2259737.49181098, -2259731.47455759, -2259593.32506507, -2259400.4520978, -2259153.39004014, -2258852.82341568, -2258499.5849907, -2258094.65346682, -2258061.5143446, -2257883.04264917, -2257480.74789073, -2257029.06867616, -2256529.22805492, -2255982.57948711, -2255390.60317863, -2255269.95292087, -2254671.60972532, -2254035.8213493, -2254017.16387812, -2253829.76779738, -2253216.37510275, -2252559.39793661, -2251860.63744636, -2251122.0093312, -2250345.53859013, -2249533.35397026, -2248687.68213074, 
-2247810.84153817, -2246905.23611042, -2245973.3486261, -2245814.59827077, -2244907.71476424, -2243981.67872719, -2243038.77933607, -2242081.34745381, -2241111.7498679, -2240132.38343966, -2239145.66917913, -2238154.04626035, -2237159.96599161, -2237102.81590366, -2236157.19331321, -2235213.68587962, -2234838.4532339, -2234523.79211416, -2234166.85531033, -2233739.48096249, -2233637.88069974, -2232574.15728977, -2231520.69316316, -2230480.53755988, -2229456.70119854, -2228452.14756188, -2227469.78431903, 
-2226512.45490927, -2225582.93031171, -2224683.90102479, -2223817.96927858, -2222987.64150272, -2222195.32107153, -2221443.30134754, -2220733.75904331, -2220068.747921, -2219450.19284778, -2218879.8842243, -2218816.38418469, -2218313.355292, -2217858.14303302, -2217451.97427391, -2217356.72404895, -2217014.80396497, -2216719.69293111, -2216472.12010284, -2216272.69717901, -2216121.9168905, -2216103.48028241, -2215995.10039348, -2215800.54077765, -2215658.60825323, -2215636.94596518, -2215553.08977169, 
-2215514.41550863, -2215521.01072663, -2215572.86049548, -2215582.96399914, -2215691.93271222, -2215723.47317476, -2215706.87212864, -2215714.63356614, -2215719.61668718, -2215783.37944131, -2215906.38115664, -2216088.25616425, -2216328.46377221, -2216626.28987294, -2216980.84906621, -2217391.08729131, -2217855.78496064, -2218373.56058538, -2218942.87488253, -2219562.03535095, -2219609.37463451, -2220288.52457239, -2221015.26965847, -2221787.3737901, -2222602.4613006, -2223458.02426886, -2224351.43023594, 
-2225279.93030476, -2225402.54974908, -2226292.28564562, -2227207.38129289, -2228145.41619313, -2229103.90917254, -2230080.32494413, -2231072.08081376, -2232076.55351155, -2232199.9704273, -2233016.62149306, -2234041.03308483, -2235078.38904568, -2236125.77663014, -2237180.25492539, -2238238.86310892, -2239298.62876207, -2240356.5762162, -2241409.7349079, -2241584.86897106, -2242631.66593186, -2243667.74931945, -2244690.20221861, -2245696.14608844, -2246682.7488664, -2247647.23294146, -2248586.882974, 
-2249499.05354041, -2250381.17658079, -2251230.76862892, -2251364.02127141, -2252151.53686095, -2252904.39929764, -2253620.63094843, -2254298.35040268, -2254935.77741431, -2255050.48239284, -2255684.35931671, -2256268.5534662, -2256801.3174558, -2257281.05773297, -2257706.33934461, -2257963.01261484, -2258336.71399791, -2258702.61921456, -2259014.02769217, -2259037.82426744, -2259282.1854375, -2259517.33838118, -2259555.43847041, -2259724.33603879, -2259845.54030808, -2259918.75903953, -2259943.81569358, 
-2259920.64985548, -2259849.317381, -2259823.91729796, -2259737.49181098, 2035017.90326444, 2035093.94634503, 2036137.58254251, 2037172.50370543, 2038195.84242484, 2039204.76338271, 2040196.47120767, 2041168.21821998, 2041237.26750645, 2041734.12614269, 2042693.95543302, 2043631.5583481, 2044544.39606236, 2045429.99680906, 2046285.96257323, 2046451.06284309, 2047229.03323427, 2047976.71341332, 2047996.58990586, 2048286.75582878, 2049135.50578593, 2049950.9860682, 2050730.96098117, 2051473.2921708, 
2052175.94448586, 2052836.99155744, 2053454.62108023, 2054027.13978108, 2054552.97806119, 2055030.69429931, 2055106.89444383, 2055514.77793224, 2055877.08152404, 2056192.90959872, 2056461.48142406, 2056682.13308604, 2056854.31913009, 2056977.61390947, 2057051.71263743, 2057076.43214068, 2057076.43210258, 2057054.06391178, 2056987.01063219, 2056942.4323151, 2056917.06711462, 2056868.92657038, 2056826.73931173, 2056814.03926934, 2056651.90360066, 2056432.79449106, 2056157.34614939, 2055826.35585775, 
2055440.78166379, 2055001.73960764, 2054510.50049156, 2053968.48620161, 2053377.26559201, 2052738.54994411, 2052054.18801311, 2051326.16067689, 2050556.5752023, 2049747.65914579, 2048901.75390572, 2048021.30794522, 2047108.86970515, 2047000.91942588, 2046092.6118494, 2045159.42241543, 2044203.86621117, 2043962.56578676, 2043029.07553306, 2042079.74794194, 2041116.92859633, 2040142.99641439, 2039160.35777167, 2038981.19735461, 2038540.51519481, 2037526.14520371, 2036503.08358217, 2036310.52966621, 
2035362.64440138, 2034411.84335077, 2033460.27893384, 2032510.10529816, 2032381.34418086, 2031341.78739566, 2031142.17051177, 2030691.48410067, 2029784.14953236, 2029624.69070888, 2028536.07464533, 2027452.55205642, 2026377.34412106, 2025313.64729972, 2024264.62383173, 2023233.39233439, 2022223.01853162, 2021236.50614002, 2020276.78793916, 2019346.71705276, 2018449.05846678, 2018384.27839126, 2017507.06420375, 2016668.8572193, 2015872.23649472, 2015119.65313114, 2014413.42273231, 2013755.71827976, 
2013148.56344686, 2013073.15177922, 2012557.01175592, 2012087.29860345, 2011665.25474888, 2011291.9965304, 2010968.51124442, 2010695.6545342, 2010474.14812652, 2010453.52007459, 2010190.04338176, 2009918.52353464, 2009701.64857711, 2009540.02746266, 2009434.11400001, 2009384.20557883, 2009390.44233477, 2009452.8067559, 2009571.12373195, 2009595.51350433, 2009769.71903357, 2009999.20249167, 2010283.31780729, 2010621.26510245, 2011012.09294446, 2011454.70102452, 2011947.84325543, 2012490.13127978, 
2013080.03837856, 2013715.90376945, 2013821.26403606, 2014477.42456814, 2015173.07217939, 2015906.37952971, 2016675.4203537, 2017478.1745206, 2017630.48773611, 2018521.91450366, 2019446.66248674, 2020401.96566787, 2021384.96663581, 2022392.72513234, 2023107.77029351, 2023986.78817902, 2024994.2320846, 2026019.83171922, 2026116.57402165, 2026976.57593566, 2028009.32898065, 2028199.8294243, 2029167.26102467, 2030141.81723912, 2031121.14829008, 2032102.89288727, 2033084.68392102, 2034064.15416973, 2034324.50465447, 
2035017.90326444))",large_fire,2034.5557460938815,Yes
2000,CA,CA_20000629_BARRETT,BARRETT,NA,1323.1544833248468,2000-06-29,2000-06-30,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,BARRETT,NA,2000-CA-004431,BARRETT,NA,NA,N,Y,N,Structures Destroyed,2,GeoMAC,"list(c(-1927582.93869294, -1927192.34920322, -1927087.53387207, -1926290.35283927, -1925453.09516911, -1924578.27803516, -1924488.76974333, -1924212.39203572, -1923164.48254592, -1923104.72864673, -1922876.05351541, -1922704.38312402, -1921808.491003, -1920886.51527671, -1919940.94285333, -1918974.32428998, -1917989.266913, -1916988.427785, -1915974.50653777, -1914950.23809042, -1913918.38527225, -1912881.73137041, -1911843.07262234, -1910805.21067328, -1909770.94501923, -1908743.06545563, -1907724.34455231, 
-1906717.53017481, -1905725.33807236, -1904750.44455257, -1903795.47926237, -1902863.01809492, -1901955.57624148, -1901075.60140699, -1900225.46720773, -1899407.46676881, -1898623.80653872, -1897876.60033777, -1897167.86365634, -1896499.50821833, -1895873.33682455, -1895291.03848991, -1894754.18388752, -1894264.22111199, -1893822.47177343, -1893430.12743251, -1893295.55213434, -1893293.23290894, -1893265.51194395, -1893088.24638646, -1893076.59523555, -1892932.44090995, -1892831.01805309, -1892527.7297597, 
-1892240.09063765, -1892001.64107962, -1891812.98854682, -1891674.61364025, -1891586.86887635, -1891549.97778892, -1891564.03435972, -1891629.00277898, -1891744.71753667, -1891910.88384413, -1891930.24915724, -1892154.11401688, -1892430.62336255, -1892759.02738842, -1893138.43556669, -1893188.49584868, -1893660.20728342, -1894190.06676096, -1894776.35858715, -1894841.48940347, -1895365.02156532, -1895924.34802177, -1896518.24188161, -1896601.62684211, -1897291.55109269, -1898019.70660663, -1898784.17019665, 
-1899582.92277942, -1900413.85470833, -1901274.77134543, -1902163.39885786, -1903077.39022346, -1903090.98098824, -1903216.04586329, -1903389.36642144, -1904126.23405809, -1905069.21299574, -1906037.72999112, -1906132.71656433, -1907086.19411051, -1908058.23508054, -1909046.26885353, -1910047.68251465, -1911059.82776515, -1912080.02792596, -1913105.58501628, -1914133.78688864, -1915161.91440123, -1916187.24860892, -1917067.06570448, -1917254.99764604, -1918295.31857792, -1919327.46926938, -1920348.61434477, 
-1921355.94866143, -1922346.70501567, -1923318.16174438, -1924267.65020158, -1925192.56208938, -1926090.35662309, -1926958.56751093, -1927794.80972902, -1928596.78607322, -1929362.29346966, -1930089.22902672, -1930775.59581175, -1931419.50833681, -1932019.19773819, -1932573.01663556, -1933079.44365743, -1933166.12074355, -1933621.5620152, -1934027.47680719, -1934382.76136361, -1934686.44960137, -1934937.71573708, -1935135.87653258, -1935280.39315273, -1935370.87263066, -1935407.06893625, -1935388.8836452, 
-1935316.3662066, -1935189.71380852, -1935009.27084179, -1934775.52796354, -1934705.54429644, -1934419.80466575, -1934082.39913501, -1933694.24125545, -1933256.38199419, -1933197.10382561, -1933134.2868249, -1932655.29219607, -1932130.44696107, -1931561.13104134, -1930948.84128055, -1930295.18750903, -1929601.88831126, -1928870.76650733, -1928103.74436043, -1927582.93869294, 1286280.31933347, 1286692.27234729, 1286796.86957481, 1287549.91838909, 1288258.14131269, 1288919.40910859, 1288983.28863489, 
1289180.52758307, 1289879.63752042, 1289916.83745219, 1290059.18090243, 1290165.99667684, 1290691.66259084, 1291170.10601048, 1291600.03639762, 1291980.29407163, 1292309.8533375, 1292587.82525248, 1292813.46002392, 1292986.14903174, 1293105.42647006, 1293170.97060369, 1293182.60463597, 1293140.29718562, 1293044.16237142, 1292894.45950438, 1292691.59238827, 1292436.10823044, 1292128.69616576, 1291770.18539783, 1291361.54296224, 1290903.87111817, 1290398.40437517, 1289846.50616325, 1289249.66515518, 
1288609.49125101, 1287927.71123559, 1287206.16412075, 1286446.79618487, 1285651.65572298, 1284822.88752181, 1283962.72707449, 1283073.49455059, 1282157.58853781, 1281217.47957203, 1280255.70347345, 1279869.60999527, 1279863.92049907, 1279783.42537039, 1279274.85450648, 1279234.85591188, 1278816.26583054, 1278458.51273963, 1277599.55776719, 1276631.94104532, 1275651.04339865, 1274659.36370901, 1273659.42832599, 1272653.78463094, 1271644.99454741, 1270635.62801448, 1269628.2564398, 1268625.44614875, 
1267629.75184665, 1267529.38346673, 1266512.25125245, 1265508.15165656, 1264519.80747941, 1263549.89879764, 1263431.13736823, 1262395.42734964, 1261388.22535684, 1260412.79272728, 1260311.10192686, 1259534.36500917, 1258782.99287839, 1258058.63368086, 1257961.6547443, 1257199.76554059, 1256474.32761921, 1255787.2569898, 1255140.36832721, 1254535.37017863, 1253973.860451, 1253457.32219064, 1252987.11966633, 1252980.56393993, 1252920.28125146, 1252842.22326756, 1252396.84414423, 1251893.6092471, 1251441.47047614, 
1251400.18163269, 1251014.5591967, 1250678.46330744, 1250392.78279073, 1250158.2731459, 1249975.55454783, 1249845.11020687, 1249767.28509093, 1249742.28501321, 1249770.17608793, 1249850.88455547, 1249965.89453089, 1249979.19124545, 1250107.85643077, 1250290.85184414, 1250527.67478693, 1250817.67469328, 1251160.05491721, 1251553.8749211, 1251998.05285938, 1252491.36855041, 1253032.4668284, 1253619.86126611, 1254251.93825817, 1254926.96145374, 1255643.07652633, 1256398.31626781, 1257190.60599235, 1258017.76923578, 
1258877.53373439, 1259767.53766704, 1260685.33614314, 1260852.6420922, 1261790.85622498, 1262751.53603247, 1263732.06925211, 1264729.78963635, 1265741.98420258, 1266765.9006103, 1267798.75464518, 1268837.73778987, 1269880.02486085, 1270922.78169063, 1271963.17283437, 1272998.36927994, 1274025.55614056, 1275041.94030894, 1275313.61412033, 1276314.30558886, 1277298.77908244, 1278264.3690639, 1279208.4611246, 1279328.02193765, 1279454.70110975, 1280361.47721532, 1281242.50856514, 1282095.47875431, 1282918.14515627, 
1283708.34481905, 1284464.00015215, 1285183.12438891, 1285863.82681012, 1286280.31933347))",large_fire,234.21351846422098,No
2000,CA,CA_20000722_HAPPY,HAPPY,NA,5986.912708107473,2000-07-22,2000-07-31,NA,0,0,3,5500,36.05,-117.06666666666666,2000_CA-CDD-5333_HAPPY,CA-CDD-5333,HAPPY,NA,NA,HAPPY CAMP,['CA3606711705920000722-HAPPY'],NA,NA,NA,NA,N,Y,N,Structures Destroyed,2,MTBS,"list(c(-1888505.39671851, -1888537.69233337, -1888540.03465086, -1888487.09753845, -1888379.0273552, -1888216.12289054, -1887998.83453818, -1887727.7630509, -1887403.65787959, -1887027.4151012, -1886600.07494125, -1886122.81889792, -1885596.96647539, -1885023.97153578, -1884405.41827952, -1883743.0168654, -1883038.59868238, -1882294.1112862, -1881511.61301486, -1880693.26729776, -1879841.3366743, -1878958.17653853, -1878046.22862695, -1877108.01426771, -1876146.12740972, -1875163.22745093, -1874162.03188574, 
-1873492.90401094, -1872709.53996706, -1871692.01178075, -1870651.472245, -1869987.0488552, -1869836.59207037, -1868815.69561267, -1867779.81565574, -1866731.89745404, -1865674.92048963, -1864611.89000081, -1863545.82843749, -1863056.8774799, -1862085.73466631, -1861116.88295514, -1860152.6080491, -1859195.18485333, -1858246.87210851, -1857309.90706207, -1857182.90681251, -1856182.37824225, -1855200.56341366, -1854240.18532607, -1853303.90752544, -1852394.32671711, -1851513.96556411, -1850665.26569061, 
-1849850.58091032, -1849328.46365772, -1849050.57789584, -1848245.30296538, -1847482.03739571, -1846763.07585858, -1846546.76688332, -1846126.19975281, -1845468.02793078, -1844846.49230744, -1844263.09334001, -1843719.23941955, -1843216.24347087, -1842755.31978305, -1842729.91973937, -1842293.07949059, -1841904.86304826, -1841566.30048924, -1841564.72289563, -1841469.28528604, -1841106.86060091, -1840798.43144574, -1840544.87504901, -1840346.91257112, -1840205.10705327, -1840119.86181611, -1840091.41931254, 
-1840091.41928792, -1840119.8270289, -1840204.97092701, -1840346.60910181, -1840544.33918147, -1840797.59944591, -1841105.67042248, -1841467.67692991, -1841882.59056458, -1842349.23262201, -1842866.2774454, -1843432.2561916, -1844045.56100388, -1844704.4495796, -1845407.05011977, -1846151.36664662, -1846890.81250875, -1846902.80052594, -1847659.17745085, -1848453.45950595, -1849283.42991431, -1850146.77229567, -1850203.92243709, -1851043.27953971, -1851123.37467603, -1851227.7494862, -1852120.14947896, 
-1853038.22721752, -1853979.53339023, -1854941.556715, -1855921.7306391, -1856067.78097071, -1857393.82842158, -1857476.37855062, -1858510.4096243, -1859554.07990278, -1860604.4844753, -1861658.69968711, -1862415.38541217, -1862961.40345643, -1863962.3109833, -1864095.66124523, -1865154.61194555, -1866213.26074128, -1867268.6384507, -1868317.78506647, -1869357.75805754, -1869560.16825626, -1870224.63969308, -1871213.76652884, -1872189.94081704, -1873150.64574644, -1874093.40438948, -1875015.78608845, 
-1875304.99398178, -1875346.02970408, -1876345.15600428, -1877320.96232778, -1878270.61185441, -1879191.34380584, -1880080.48147162, -1880935.43999078, -1881037.04012351, -1881833.4663192, -1882593.01472976, -1883313.59631459, -1883993.22920636, -1884630.04416184, -1885222.2897031, -1885768.33693463, -1886266.68402348, -1886715.96032983, -1887114.93017673, -1887165.73028492, -1887524.35676459, -1887826.91718927, -1888072.52101767, -1888260.44535172, -1888390.13706429, -1888461.21442726, -1888467.10902627, 
-1888483.72528677, -1888507.7261105, -1888507.72608153, -1888505.39671851, 1653959.95929575, 1654548.54923856, 1655600.16863659, 1656650.45740968, 1657696.51174873, 1658735.43955188, 1659764.3684205, 1660780.45360076, 1661780.88584869, 1662762.8991971, 1663723.77860288, 1664660.86745345, 1665571.57491168, 1666453.38307899, 1667303.85395676, 1668120.63618681, 1668901.47155242, 1669644.20122174, 1670346.7717165, 1671007.24058939, 1671623.78179448, 1672194.69073585, 1672718.38898038, 1673193.42862176, 
1673618.49628364, 1673992.41675082, 1674314.15621839, 1674490.97316327, 1674885.15021613, 1675328.24006691, 1675714.20599848, 1675919.51681471, 1675973.86468034, 1676282.19256957, 1676535.66520999, 1676733.56191825, 1676875.32002669, 1676960.5364831, 1676988.96899672, 1676988.96905268, 1676965.37729042, 1676894.65743878, 1676776.97633912, 1676612.6116232, 1676401.95105818, 1676145.4916318, 1676107.39148165, 1675778.27680414, 1675396.94553974, 1674964.45528581, 1674482.00552584, 1673950.93430275, 
1673372.71450792, 1672748.94979621, 1672081.37013832, 1671605.44536713, 1671375.49822296, 1670631.12794017, 1669843.73953431, 1669015.70019971, 1668737.08588545, 1668314.53690691, 1667584.84172502, 1666823.69871961, 1666032.9453759, 1665214.49066184, 1664370.3104196, 1663502.44259569, 1663451.64241258, 1662518.62930942, 1661564.35951133, 1660591.36503691, 1660585.94697839, 1660360.23441329, 1659357.07892563, 1658336.02846604, 1657299.98708729, 1656251.90147908, 1655194.75258705, 1654131.5471345, 
1653065.30907066, 1653027.20897926, 1651961.59639422, 1650899.01101047, 1649842.47146622, 1648794.97922436, 1647759.51004588, 1646739.00553607, 1645736.36478798, 1644754.43614653, 1643796.00911677, 1642863.80643937, 1641960.47635574, 1641088.58508478, 1640250.60953267, 1639448.93025634, 1638685.82470073, 1638004.44089343, 1637991.44385677, 1637253.70299326, 1636556.93642463, 1635903.08877, 1635293.98486526, 1635255.88479411, 1634725.92077715, 1634680.74536046, 1634612.42860761, 1634092.07288659, 
1633618.48964214, 1633192.94233256, 1632816.56626258, 1632490.36555445, 1632445.9154569, 1632091.56796538, 1632072.51796091, 1631862.46084563, 1631707.23004059, 1631607.25760911, 1631562.82181052, 1631570.87175658, 1631503.44950835, 1631430.58032115, 1631424.23027559, 1631401.88247081, 1631435.62765408, 1631525.37118062, 1631670.86134766, 1631871.69010038, 1631922.02354663, 1632041.38389223, 1632271.43598119, 1632551.3995858, 1632880.55289277, 1633258.04726602, 1633682.90943456, 1633834.3676402, 
1633849.75599882, 1634255.47587383, 1634714.45735464, 1635225.36611097, 1635786.7168519, 1636396.87764384, 1637054.07465482, 1637136.62488998, 1637819.15992442, 1638542.50975019, 1639304.68488624, 1640103.58906751, 1640937.02501039, 1641802.70045609, 1642698.23447518, 1643621.16401607, 1644568.95067929, 1645538.98769903, 1645672.33795896, 1646696.41174628, 1647738.42770741, 1648795.31882446, 1649863.97429676, 1650941.24869705, 1652023.97122951, 1652545.89427044, 1652771.57881729, 1653751.1028982, 
1653859.05309067, 1653959.95929575))",large_fire,NA,NA
